Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
5,Fresh_Graduate,453067,14,yes,normal,6,19,5,2,4,1,terrace,,N.Sembilan,,9973,900113,15194,Accept,7
5,Fresh_Graduate,456404,14,no,gold,6,19,5,2,,1,terrace,10,N.Sembilan,,,523732,7609,Accept,8
5,Fresh_Graduate,556806,24,yes,normal,6,19,5,2,,2,terrace,10,N.Sembilan,,8075,446613,,Accept,7
5,Fresh_Graduate,381842,15,no,platinum,6,19,5,2,4,3,terrace,10,N.Sembilan,1,8837,753999,9073,Accept,8
5,Fresh_Graduate,,19,yes,normal,6,19,5,,4,3,terrace,10,N.Sembilan,3,10767,462165,12547,Accept,7
5,Fresh_Graduate,102930,11,no,normal,6,19,5,2,4,1,terrace,10,N.Sembilan,1,10133,628838,13988,Accept,9
5,Fresh_Graduate,292538,,yes,gold,6,19,5,,4,3,terrace,10,N.S,3,9480,930501,,Accept,7
5,Fresh_Graduate,,12,no,gold,6,,,2,,3,terrace,10,N.S,,,1026037,8144,Accept,6
5,Fresh_Graduate,701734,22,yes,normal,6,19,,2,4,3,terrace,,N.S,3,,1081433,,Reject,7
5,Fresh_Graduate,348196,21,no,gold,6,19,,2,,1,,10,N.S,1,,,9187,Accept,6
5,Fresh_Graduate,724489,19,yes,gold,6,19,5,,4,1,terrace,10,N.S,,,421997,,Accept,6
5,Fresh_Graduate,777450,18,no,normal,6,,,2,4,1,terrace,10,N.S,,,,13572,Reject,7
5,Fresh_Graduate,236686,22,yes,normal,6,19,5,,4,3,,10,N.S,,3824,850154,8536,Accept,9
5,Fresh_Graduate,123998,24,no,normal,6,19,,,4,2,terrace,10,N.S,3,8586,489201,10347,Accept,7
5,Fresh_Graduate,564449,22,yes,normal,6,19,,,4,1,,10,N.S,,,762381,16933,Reject,9
5,Fresh_Graduate,147091,,no,normal,6,,5,,4,3,terrace,10,N.S,2,,728468,,Accept,7
5,Fresh_Graduate,192185,22,yes,normal,6,,5,2,4,2,terrace,10,N.S,1,8596,445421,13000,Accept,7
5,Fresh_Graduate,,,no,gold,6,19,5,2,4,3,terrace,10,N.S,3,,935389,,Reject,7
5,Fresh_Graduate,148232,10,yes,gold,6,,5,2,4,2,terrace,10,N.S,2,,937368,9021,Accept,9
5,Fresh_Graduate,690811,17,no,gold,6,,,2,4,1,terrace,10,N.S,2,,654749,,Accept,6
5,Fresh_Graduate,584859,11,yes,normal,6,19,,,,1,terrace,,N.S,,5096,1446612,9832,Accept,9
5,Fresh_Graduate,485602,21,no,normal,6,19,5,2,4,1,terrace,10,N.S,3,11544,633199,18432,Accept,7
5,Fresh_Graduate,,20,yes,platinum,6,,5,2,4,2,terrace,,N.S,1,6231,1030387,,Accept,9
5,Fresh_Graduate,,10,no,gold,6,19,,2,4,2,terrace,10,N.S,,,1372601,,Accept,7
5,Fresh_Graduate,460499,20,yes,gold,6,,5,2,,1,terrace,10,N.S,1,6920,765807,10260,Accept,8
5,Fresh_Graduate,554317,12,no,normal,6,19,5,2,4,1,terrace,10,N.S,1,,626260,18294,Accept,7
5,Fresh_Graduate,769546,12,yes,normal,6,19,5,2,4,3,terrace,10,N.S,2,6346,426976,8450,Accept,7
5,Fresh_Graduate,266135,11,no,normal,6,19,5,2,4,3,terrace,10,N.S,2,,581160,11037,Accept,6
5,Fresh_Graduate,401643,,yes,normal,6,19,5,2,4,3,terrace,10,N.S,,,770693,16950,Reject,7
5,Fresh_Graduate,465188,14,no,platinum,6,,,,4,2,terrace,,N.S,1,8235,742590,17411,Reject,6
5,Fresh_Graduate,606920,18,yes,normal,6,19,5,2,4,1,terrace,10,N.S,,12147,1117309,,Accept,9
5,Fresh_Graduate,536137,15,no,normal,6,19,,2,4,3,terrace,10,N.S,2,8109,978529,,Accept,6
5,Fresh_Graduate,285205,,yes,gold,6,19,,2,4,3,terrace,10,N.S,,6408,,,Accept,9
5,Fresh_Graduate,453561,,no,platinum,6,19,,2,,1,terrace,,N.S,,7091,725578,,Accept,9
5,Fresh_Graduate,228535,24,yes,normal,6,,,2,,3,terrace,10,N.S,3,,1384073,,Accept,7
5,Fresh_Graduate,473380,20,no,gold,6,19,5,2,4,2,terrace,10,N.S,,5200,,19806,Reject,8
5,Fresh_Graduate,263219,,yes,normal,6,19,5,,4,2,terrace,,N.S,,5504,701420,13768,Reject,8
5,Fresh_Graduate,458569,21,no,gold,6,,5,,4,1,terrace,10,N.S,2,6979,1294186,,Accept,9
5,Fresh_Graduate,,,yes,normal,6,,5,2,,1,terrace,,N.S,,12198,1103409,,Reject,7
5,Fresh_Graduate,691624,,no,normal,6,19,,2,4,2,terrace,10,N.S,3,11737,1181250,,Reject,6
5,Fresh_Graduate,518115,12,yes,gold,6,19,,2,,3,terrace,10,N.S,3,4867,1350172,,Accept,8
5,Fresh_Graduate,340079,12,no,normal,6,19,5,,4,1,terrace,10,N.S,,7481,970731,9214,Accept,6
5,Fresh_Graduate,,10,yes,,6,,5,,4,1,terrace,10,N.S,2,,1337629,,Reject,6
5,Fresh_Graduate,351490,24,no,gold,6,19,5,2,4,1,terrace,,N.S,,,1249453,,Accept,8
5,Fresh_Graduate,505162,24,yes,normal,6,,5,2,4,2,,10,N.S,1,11368,1163213,10598,Accept,9
5,Fresh_Graduate,439643,21,no,platinum,6,19,5,2,,3,terrace,10,N.S,3,,1151717,,Accept,6
7,Fresh_Graduate,578752,19,yes,normal,6,19,6,5,,2,condominium,10,Sarawak,3,,467818,,Accept,9
7,Fresh_Graduate,768786,,no,normal,6,19,6,5,4,2,condominium,10,Sarawak,,7968,1123028,15816,Reject,6
7,Fresh_Graduate,607537,13,yes,normal,6,19,,5,4,1,condominium,10,Sarawak,2,9498,1186354,13407,Accept,6
7,Fresh_Graduate,498850,,no,normal,6,,6,5,4,2,condominium,10,Sarawak,,10281,502313,9994,Accept,9
7,Fresh_Graduate,284369,12,yes,gold,6,19,6,,4,1,condominium,10,Sarawak,2,6442,,,Accept,6
7,Fresh_Graduate,733761,,no,gold,6,,6,5,,2,condominium,,Sarawak,3,5028,966636,11727,Accept,8
7,Fresh_Graduate,448111,18,yes,gold,6,,6,5,,2,condominium,10,Sarawak,,6336,643481,11580,Accept,6
7,Fresh_Graduate,574998,22,no,normal,6,19,6,,4,1,condominium,10,Sarawak,,5157,1280253,19602,Accept,7
7,Fresh_Graduate,217840,14,yes,normal,6,,6,5,4,3,condominium,10,Sarawak,,9799,1340350,13048,Accept,7
7,Fresh_Graduate,753710,14,no,gold,6,19,6,,4,3,condominium,10,Sarawak,,,1322984,,Reject,7
7,Fresh_Graduate,728241,11,yes,gold,6,19,6,5,4,2,condominium,10,Sarawak,2,11609,1136396,,Accept,6
7,Fresh_Graduate,541858,,no,normal,6,19,6,,4,3,condominium,,Sarawak,2,5597,,15696,Accept,6
7,Fresh_Graduate,268616,,yes,normal,6,19,,5,4,1,condominium,10,Sarawak,2,5109,770739,,Accept,9
7,Fresh_Graduate,573899,14,no,,6,19,6,5,4,3,condominium,10,Sarawak,,6666,1376062,19352,Accept,7
7,Fresh_Graduate,428659,14,yes,gold,6,19,,5,4,2,condominium,10,Sarawak,1,,969954,,Accept,8
7,Fresh_Graduate,391251,15,no,gold,6,,,5,,3,condominium,10,Sarawak,1,12286,1270179,18599,Accept,7
7,Fresh_Graduate,,17,yes,gold,6,19,,5,4,3,condominium,10,Sarawak,1,5293,739749,18531,Accept,7
7,Fresh_Graduate,558142,18,no,normal,6,19,6,5,4,1,condominium,10,Sarawak,,6226,1380306,,Accept,8
7,Fresh_Graduate,,20,yes,normal,6,19,6,,4,2,condominium,10,Sarawak,2,6926,1058859,18374,Accept,8
7,Fresh_Graduate,410035,,no,normal,6,19,6,5,4,3,condominium,10,Sarawak,1,,1316141,,Accept,9
7,Fresh_Graduate,,22,yes,normal,6,19,6,5,,1,condominium,10,Sabah,,3611,1155236,,Accept,9
7,Fresh_Graduate,,,no,normal,6,,6,5,4,1,condominium,,Sabah,,5562,1003369,,Accept,9
7,Fresh_Graduate,139096,,yes,gold,6,,6,5,4,3,,10,Sabah,,3649,553642,12636,Reject,7
7,Fresh_Graduate,759439,20,no,normal,6,,6,,4,3,condominium,,Sabah,3,3585,,,Reject,7
7,Fresh_Graduate,738805,20,yes,normal,6,19,6,5,,1,condominium,10,Sabah,,9366,1142894,11068,Accept,6
7,Fresh_Graduate,300161,,no,normal,6,,6,5,4,2,condominium,10,Sabah,3,10010,1191156,7598,Accept,8
7,Fresh_Graduate,340703,,yes,normal,6,19,6,5,4,1,condominium,10,Sabah,1,10678,876620,17602,Accept,7
7,Fresh_Graduate,481175,,no,normal,6,,6,5,4,3,condominium,10,Sabah,,4503,867794,19883,Accept,8
7,Fresh_Graduate,471003,,yes,gold,6,,6,,4,3,condominium,10,Sabah,1,9508,569021,19712,Accept,7
7,Fresh_Graduate,351965,18,no,normal,6,19,6,5,4,1,condominium,10,Sabah,3,5215,989891,10670,Reject,9
7,Fresh_Graduate,,24,yes,,6,,6,5,,3,condominium,,Sabah,3,,438805,,Accept,9
7,Fresh_Graduate,409440,14,no,normal,6,19,6,,,2,condominium,10,Sabah,,,606667,,Accept,8
7,Fresh_Graduate,737666,,yes,gold,6,19,,,,2,condominium,10,Sabah,,3619,1295323,,Accept,6
7,Fresh_Graduate,101667,16,no,platinum,6,19,,,4,2,condominium,10,Sabah,2,10288,506433,7797,Accept,9
7,Fresh_Graduate,721707,15,yes,normal,6,19,6,,4,1,condominium,,Sabah,3,,1367722,,Reject,7
7,Fresh_Graduate,284312,15,no,normal,6,19,6,,4,3,condominium,10,Sabah,1,11977,688883,12831,Accept,8
7,Fresh_Graduate,201156,10,yes,gold,6,19,,,4,2,condominium,10,Sabah,3,4486,1037460,17220,Accept,9
7,Fresh_Graduate,160790,15,no,,6,19,6,,4,1,condominium,10,Sabah,,8971,970760,15344,Accept,9
7,Fresh_Graduate,479484,18,yes,normal,6,,6,5,,3,condominium,10,Sabah,2,,682804,16561,Accept,6
7,Fresh_Graduate,125399,19,no,normal,6,19,6,5,4,3,condominium,10,Sabah,,12010,,18315,Reject,6
7,Fresh_Graduate,225481,18,yes,gold,6,,,5,4,3,condominium,10,SWK,,4167,1092550,,Accept,6
7,Fresh_Graduate,699872,13,no,normal,6,19,6,5,,2,condominium,,SWK,2,5869,1183955,13084,Accept,9
7,Fresh_Graduate,,18,yes,platinum,6,19,6,5,4,2,condominium,10,SWK,3,8497,929346,,Accept,8
7,Fresh_Graduate,771554,12,no,platinum,6,19,6,,,1,condominium,10,SWK,3,9566,548085,,Reject,7
7,Fresh_Graduate,514818,,yes,normal,6,19,,5,4,1,condominium,10,SWK,2,,903341,,Accept,9
7,Fresh_Graduate,582544,16,no,gold,6,,6,5,4,3,,,SWK,,8122,746439,11220,Reject,6
7,Fresh_Graduate,,12,yes,gold,6,19,6,5,,2,condominium,,SWK,,9997,808201,,Accept,8
7,Fresh_Graduate,,19,no,platinum,6,19,,5,,3,condominium,10,SWK,2,,770828,18882,Accept,9
7,Fresh_Graduate,470315,12,yes,normal,6,19,,,,1,condominium,10,SWK,2,5318,872787,,Accept,8
7,Fresh_Graduate,625964,,no,normal,6,,6,,,3,,10,SWK,1,9676,587313,,Reject,6
7,Fresh_Graduate,,20,yes,platinum,6,19,6,,4,2,condominium,10,SWK,1,11520,1192369,16018,Accept,6
7,Fresh_Graduate,203642,,no,normal,6,19,6,5,4,1,condominium,10,SWK,2,12431,1370286,,Reject,9
7,Fresh_Graduate,757564,,yes,normal,6,,6,5,4,1,condominium,10,SWK,,8350,1065858,11005,Accept,6
7,Fresh_Graduate,256395,,no,gold,6,19,6,,,3,condominium,10,SWK,,9972,1318379,13302,Accept,6
7,Fresh_Graduate,101673,,yes,normal,6,19,6,5,,1,condominium,10,SWK,2,8561,1305334,18589,Accept,7
7,Fresh_Graduate,373000,15,no,platinum,6,19,6,,4,1,condominium,,SWK,3,,548893,15515,Accept,7
7,Fresh_Graduate,369403,13,yes,normal,6,19,6,5,,2,condominium,10,SWK,2,,1075948,11357,Reject,6
7,Fresh_Graduate,249722,11,no,normal,6,19,,5,4,1,condominium,10,SWK,2,11583,900209,,Reject,8
7,Fresh_Graduate,539447,23,yes,normal,6,19,,5,4,1,condominium,,SWK,1,3765,1341072,12767,Accept,8
7,Fresh_Graduate,,10,no,normal,6,,,5,4,1,condominium,,SWK,2,12510,1002611,,Reject,8
7,Fresh_Graduate,124485,23,yes,normal,6,19,6,5,,3,condominium,10,Trengganu,3,10110,964199,,Reject,6
7,Fresh_Graduate,313673,19,no,normal,6,19,,5,,1,condominium,10,Trengganu,1,,813007,8706,Accept,6
7,Fresh_Graduate,,13,yes,normal,6,19,6,,,1,condominium,10,Trengganu,,10339,1161759,12614,Accept,9
7,Fresh_Graduate,364328,,no,,6,,6,5,,3,condominium,,Trengganu,,4784,1274858,10804,Accept,9
7,Fresh_Graduate,751023,13,yes,gold,6,19,6,5,,3,,10,Trengganu,2,12119,845520,10383,Accept,9
7,Fresh_Graduate,,16,no,gold,6,19,6,,,3,,10,Trengganu,3,4011,825776,,Accept,8
7,Fresh_Graduate,433898,21,yes,platinum,6,19,6,,4,3,,10,Trengganu,,9856,1031954,,Accept,8
7,Fresh_Graduate,,12,no,gold,6,,,5,4,3,condominium,10,Trengganu,1,8908,583595,8001,Reject,6
7,Fresh_Graduate,660784,13,yes,normal,6,,6,5,,2,condominium,,Trengganu,3,,630096,14073,Accept,8
7,Fresh_Graduate,373257,24,no,gold,6,19,6,5,4,1,,,Trengganu,2,,620132,8966,Accept,7
7,Fresh_Graduate,,23,yes,normal,6,19,,5,4,1,condominium,10,Trengganu,,6197,725214,,Reject,9
7,Fresh_Graduate,218927,13,no,normal,6,19,,,4,3,condominium,,Trengganu,,8783,,,Accept,6
7,Fresh_Graduate,548428,17,yes,normal,6,,6,5,,3,condominium,10,Trengganu,2,4706,791402,,Accept,9
7,Fresh_Graduate,507073,13,no,normal,6,19,6,5,4,3,condominium,10,Trengganu,2,6373,549930,11163,Reject,9
7,Fresh_Graduate,,24,yes,normal,6,19,6,,4,1,condominium,10,Trengganu,1,3828,972876,15497,Accept,6
7,Fresh_Graduate,118923,13,no,normal,6,19,6,5,,1,condominium,10,Trengganu,2,8431,490989,16458,Accept,8
7,Fresh_Graduate,142721,12,yes,normal,6,19,6,,4,3,condominium,,Trengganu,1,4493,1060864,14975,Accept,9
7,Fresh_Graduate,756867,23,no,normal,6,,6,5,,1,condominium,,Trengganu,1,4653,1427133,10962,Reject,7
7,Fresh_Graduate,,20,yes,gold,6,19,,,4,3,condominium,10,Trengganu,3,6266,618817,18384,Accept,7
7,Fresh_Graduate,796686,10,no,normal,6,,6,,4,2,condominium,10,Trengganu,,5164,1006140,15560,Accept,8
7,Fresh_Graduate,,18,yes,gold,6,19,6,,4,1,condominium,,Kedah,,4814,1092161,11894,Reject,6
7,Fresh_Graduate,,13,no,gold,6,19,6,5,4,2,condominium,10,Kedah,,,926353,15574,Accept,9
7,Fresh_Graduate,515397,21,yes,normal,6,,6,5,,1,condominium,10,Kedah,1,8297,708427,,Accept,6
7,Fresh_Graduate,466506,17,no,normal,6,19,6,5,,1,,10,Kedah,,3720,1048103,,Accept,6
7,Fresh_Graduate,601256,16,yes,platinum,6,19,6,5,4,3,,10,Kedah,2,7173,578813,10574,Accept,8
7,Fresh_Graduate,593106,17,no,gold,6,19,6,5,,3,condominium,,Kedah,1,11502,1412526,16275,Accept,8
7,Fresh_Graduate,,10,yes,normal,6,19,6,,4,2,condominium,10,Kedah,1,4083,611698,14000,Reject,6
7,Fresh_Graduate,309550,24,no,normal,6,19,,5,4,1,,,Kedah,,5213,1358855,,Accept,7
7,Fresh_Graduate,,,yes,gold,6,,6,,4,2,condominium,10,Kedah,3,,1397560,8018,Accept,9
7,Fresh_Graduate,731015,10,no,gold,6,19,6,5,,3,condominium,10,Kedah,,11135,,16248,Accept,8
7,Fresh_Graduate,176253,10,yes,gold,6,19,,,4,1,condominium,10,Kedah,2,9932,771839,,Accept,8
7,Fresh_Graduate,,,no,normal,6,19,6,,4,1,condominium,10,Kedah,,6899,541331,13217,Reject,7
7,Fresh_Graduate,144859,16,yes,gold,6,19,,5,,2,condominium,10,Kedah,,7703,1031800,17441,Accept,6
7,Fresh_Graduate,535214,23,no,gold,6,19,6,5,,2,condominium,,Kedah,2,8752,1053941,17102,Reject,7
7,Fresh_Graduate,422331,23,yes,normal,6,,6,5,4,1,condominium,10,Kedah,3,5702,,,Reject,7
7,Fresh_Graduate,582574,11,no,gold,6,19,6,5,,1,condominium,,Kedah,,,636933,,Accept,9
7,Fresh_Graduate,478593,24,yes,normal,6,19,,5,,3,condominium,10,Kedah,3,10560,718453,16830,Accept,7
7,Fresh_Graduate,,17,no,normal,6,19,,,,3,condominium,10,Kedah,3,,998304,14361,Accept,8
7,Fresh_Graduate,668457,10,yes,normal,6,,6,5,4,1,condominium,10,Kedah,,11131,778633,,Accept,7
7,Fresh_Graduate,456246,11,no,gold,6,19,6,,4,2,condominium,10,Kedah,3,,1171283,11214,Accept,9
5,employee,152802,,yes,normal,2,13,4,,1,1,flat,,Kuala Lumpur,1,10578,438998,,Reject,7
5,employee,152733,14,no,normal,2,,4,2,,1,,13,Kuala Lumpur,,4982,540495,,Accept,7
5,employee,361444,14,yes,normal,2,,,,1,2,flat,13,Kuala Lumpur,,10043,,,Accept,8
5,employee,173051,12,no,normal,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,6696,755062,18830,Accept,8
5,employee,,21,yes,gold,2,,4,,,3,flat,13,Kuala Lumpur,3,5210,493203,16701,Accept,9
5,employee,783076,23,no,gold,2,,,2,,1,flat,13,Kuala Lumpur,,5406,531214,7882,Accept,6
5,employee,754301,24,yes,gold,2,13,4,,,3,flat,13,Kuala Lumpur,1,9094,786873,17582,Accept,7
5,employee,,23,no,normal,2,13,4,2,1,1,flat,13,Kuala Lumpur,,4609,1194434,17246,Accept,8
5,employee,435034,10,yes,normal,2,13,4,2,1,3,flat,13,Kuala Lumpur,,11562,1374796,19447,Accept,8
5,employee,315373,24,no,gold,2,13,4,,1,3,flat,13,Kuala Lumpur,2,,883799,8064,Accept,8
5,employee,,10,yes,normal,2,13,,2,1,2,flat,13,Kuala Lumpur,,5704,622861,,Accept,6
5,employee,141056,10,no,normal,2,13,4,2,,3,flat,13,Kuala Lumpur,,10953,876921,18059,Reject,6
5,employee,783386,,yes,,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,,1230774,8927,Accept,6
5,employee,460100,12,no,normal,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,6017,1330422,8592,Accept,8
5,employee,326642,,yes,normal,2,13,4,2,1,1,flat,13,Kuala Lumpur,,11770,684627,,Accept,8
5,employee,374968,,no,gold,2,,,,1,1,flat,13,Kuala Lumpur,3,,1354863,13003,Accept,7
5,employee,386815,,yes,normal,2,,4,2,1,2,flat,13,Kuala Lumpur,2,7830,1332222,17247,Accept,9
5,employee,,,no,normal,2,13,,2,1,2,flat,13,Kuala Lumpur,,8373,742281,18034,Accept,7
5,employee,154470,20,yes,normal,2,,4,2,1,2,flat,13,Kuala Lumpur,,5329,454882,10847,Accept,8
5,employee,,15,no,platinum,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,12504,808370,10790,Reject,9
5,employee,661233,18,yes,normal,2,13,,,1,2,flat,,Kuala Lumpur,2,,813833,,Reject,7
5,employee,255679,21,no,gold,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,10337,,,Reject,8
5,employee,,14,yes,,2,13,4,,1,1,flat,13,Kuala Lumpur,1,,423946,16960,Accept,9
5,employee,354468,10,no,gold,2,13,,2,1,2,,,Kuala Lumpur,,7501,597089,10859,Accept,9
5,employee,264198,19,yes,gold,2,13,,2,1,1,flat,13,Kuala Lumpur,,3982,745353,,Accept,6
5,employee,532388,,no,normal,2,13,4,2,1,1,,13,Kuala Lumpur,1,4607,854792,19506,Reject,9
5,employee,418285,,yes,normal,2,13,4,2,1,2,flat,,Kuala Lumpur,3,6786,1132938,9232,Reject,9
5,employee,622679,,no,gold,2,,4,,1,2,,13,Kuala Lumpur,1,4902,693791,8402,Accept,7
5,employee,407596,18,yes,normal,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,,1047739,,Reject,7
5,employee,,15,no,normal,2,13,4,2,1,1,flat,,Kuala Lumpur,1,4104,481441,10933,Accept,9
5,employee,233882,18,yes,platinum,2,,,,1,3,flat,13,Kuala Lumpur,2,11619,1377443,16303,Accept,8
5,employee,,23,no,normal,2,,,2,1,1,flat,,Kuala Lumpur,2,7349,1379160,18445,Accept,8
5,employee,,14,yes,normal,2,,,2,,3,,13,Kuala Lumpur,1,,1068411,12712,Accept,8
5,employee,163525,20,no,gold,2,,4,2,,3,,,Kuala Lumpur,,5209,544335,16557,Accept,6
5,employee,512435,13,yes,normal,2,,,2,,2,flat,13,Kuala Lumpur,2,8194,1303397,19887,Reject,6
5,employee,612057,19,no,normal,2,,4,,,2,flat,13,Kuala Lumpur,,5591,,,Accept,8
5,employee,449699,23,yes,platinum,2,,4,,,2,flat,,Kuala Lumpur,,6068,1282161,14939,Accept,7
5,employee,,19,no,normal,2,13,4,2,,1,flat,13,Kuala Lumpur,,7009,1132897,9915,Accept,8
5,employee,,14,yes,normal,2,13,4,2,,1,flat,13,Kuala Lumpur,,,886710,,Accept,9
5,employee,,,no,platinum,2,,4,,1,3,flat,13,Kuala Lumpur,2,9983,1128316,11291,Reject,7
5,employee,565131,20,yes,normal,2,13,4,,1,1,flat,,Kuala Lumpur,2,8824,940986,19693,Reject,8
5,employee,,,no,gold,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,,1330073,17821,Reject,9
5,employee,539754,20,yes,normal,2,13,,,1,2,flat,13,Kuala Lumpur,,9204,959267,14295,Accept,6
5,employee,,18,no,normal,2,13,,2,1,3,flat,,Kuala Lumpur,1,,628561,13254,Accept,6
5,employee,310129,12,yes,normal,2,,4,,1,3,flat,13,Kuala Lumpur,2,,545296,,Accept,9
5,employee,477197,16,no,gold,2,13,4,,1,2,flat,13,Kuala Lumpur,1,,1193268,,Accept,9
5,employee,,15,yes,normal,2,13,4,,,2,flat,13,Kuala Lumpur,1,12165,651014,,Accept,7
5,employee,554620,14,no,normal,2,,,,,3,flat,13,Kuala Lumpur,2,12326,904270,19063,Accept,6
5,employee,319651,24,yes,gold,2,13,4,,,3,flat,13,Kuala Lumpur,,,853161,16750,Accept,7
5,employee,347936,,no,platinum,2,13,,,,3,flat,13,Kuala Lumpur,,4687,1325920,,Accept,9
5,employee,,21,yes,normal,2,13,,,,1,flat,13,Kuala Lumpur,2,12530,1290850,15521,Accept,6
5,employee,796559,,no,gold,2,13,,2,1,3,,13,Kuala Lumpur,,5409,,,Accept,9
5,employee,,10,yes,gold,2,,4,2,,1,flat,13,Kuala Lumpur,,,1004364,13024,Accept,8
5,employee,,23,no,normal,2,13,4,,1,2,,,Kuala Lumpur,3,3655,456091,,Accept,8
5,employee,,,yes,gold,2,,4,,1,3,,13,Kuala Lumpur,2,5916,459641,12033,Accept,9
5,employee,516692,15,no,gold,2,13,,2,1,3,,13,Kuala Lumpur,1,4346,,,Accept,9
5,employee,125582,,yes,gold,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,4324,1362446,11752,Accept,6
5,employee,609663,19,no,normal,2,,4,2,,2,flat,13,Kuala Lumpur,,7280,1056389,,Reject,9
5,employee,,,yes,gold,2,13,,2,1,2,flat,,Kuala Lumpur,2,8499,1131459,9752,Accept,8
5,employee,,11,no,gold,2,13,4,2,,3,flat,13,Kuala Lumpur,,3754,,13602,Reject,9
5,employee,433474,10,yes,normal,2,,4,2,1,2,flat,13,Kuala Lumpur,1,10880,1013527,,Accept,6
5,employee,764285,22,no,gold,2,,4,2,,3,flat,13,Kuala Lumpur,,6011,1307495,18958,Accept,9
5,employee,578796,,yes,normal,2,13,,2,1,3,flat,13,Kuala Lumpur,1,11907,1028244,13158,Accept,7
5,employee,301882,13,no,platinum,2,,,2,1,3,flat,13,Kuala Lumpur,3,7686,1315986,,Accept,9
5,employee,157764,11,yes,gold,2,13,4,,1,1,flat,13,Kuala Lumpur,3,11794,577102,,Reject,8
5,employee,600032,21,no,normal,2,,4,2,,1,flat,,Kuala Lumpur,3,8550,1129991,,Reject,9
5,employee,674507,24,yes,gold,2,13,4,2,,1,flat,,Kuala Lumpur,,4318,1207971,,Accept,9
5,employee,,16,no,normal,2,13,,2,1,3,flat,13,Kuala Lumpur,1,,1302170,13300,Accept,6
5,employee,629914,14,yes,normal,2,13,4,,1,2,flat,13,Kuala Lumpur,2,6443,771025,16517,Accept,7
5,employee,120186,19,no,normal,2,,4,2,1,2,flat,13,Kuala Lumpur,3,9909,713735,,Accept,8
5,employee,110979,15,yes,normal,2,13,,2,,3,flat,13,Kuala Lumpur,,10422,1262544,,Accept,6
5,employee,251819,18,no,platinum,2,13,4,,1,2,flat,13,Kuala Lumpur,2,7009,1100867,12277,Accept,9
5,employee,,13,yes,gold,2,,4,2,1,1,flat,,Kuala Lumpur,,,521399,,Reject,9
5,employee,757902,,no,gold,2,13,4,,1,1,flat,13,Kuala Lumpur,2,,792406,,Accept,9
5,employee,101165,14,yes,normal,2,13,4,,,1,flat,13,Kuala Lumpur,,9477,1202085,16268,Accept,7
5,employee,619567,16,no,gold,2,13,,,1,1,flat,13,Kuala Lumpur,1,10377,1154415,,Reject,9
5,employee,764662,19,yes,normal,2,13,4,2,1,2,flat,,Kuala Lumpur,,8152,1313969,,Reject,6
5,employee,,,no,normal,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,11266,1329216,14799,Reject,6
5,employee,528268,,yes,gold,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,,1249273,15132,Accept,8
5,employee,263226,15,no,normal,2,13,4,,,2,flat,,Kuala Lumpur,1,9989,761553,,Reject,6
5,employee,,15,yes,gold,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,,,,Reject,6
5,employee,751020,,no,platinum,2,13,4,2,,3,flat,13,Kuala Lumpur,3,12433,1209626,14101,Accept,6
5,employee,174386,20,yes,gold,2,13,4,2,1,2,flat,13,Kuala Lumpur,,11394,882547,,Reject,8
5,employee,717374,,no,normal,2,13,,,,3,flat,13,Kuala Lumpur,1,11187,1384624,,Reject,6
5,employee,206307,17,yes,gold,2,13,4,2,,3,,13,Kuala Lumpur,,4946,1188463,,Accept,7
5,employee,510116,18,no,platinum,2,13,4,,,1,flat,,Kuala Lumpur,1,8429,772529,,Reject,6
5,employee,757310,19,yes,gold,2,13,,,,2,flat,,Kuala Lumpur,1,4535,1376337,13689,Accept,7
5,employee,286353,11,no,normal,2,13,4,2,,1,flat,,Kuala Lumpur,3,7165,594468,10373,Accept,7
5,employee,697642,,yes,normal,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,8453,1173758,17004,Reject,7
5,employee,275658,18,no,gold,2,13,4,2,,3,flat,13,Kuala Lumpur,2,10303,1419996,,Accept,6
5,employee,250046,23,yes,normal,2,,4,2,,2,flat,13,Kuala Lumpur,1,5635,893703,8441,Accept,8
5,employee,,,no,gold,2,13,4,2,1,2,flat,,Kuala Lumpur,1,7553,652491,,Accept,6
5,employee,353641,21,yes,,2,13,4,2,1,3,flat,,Kuala Lumpur,1,5456,462134,13644,Accept,8
